occ_code_isco08	occ_title_isco08	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
1221	Sales and marketing managers	2017	14.351997	.2749007	2.4153523	.22168469	.072460607	.39279985	.16264997	.045922115	.014226128	.28546602	.63424242	52.48	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	80.309998
1221	Sales and marketing managers	2018	16.845198	.27505293	2.7671371	.23481794	.07249786	.46445993	.17096654	.10902297	.01969669	.3140299	.9033919	53.419998	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	80.07
1221	Sales and marketing managers	2019	22.014841	.27513281	3.4800439	.30853519	.078234307	.51804197	.23024948	.15626585	.03810142	.37429929	1.1047673	54.130001	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	79.830002
1221	Sales and marketing managers	2020	24.816763	.27517137	3.501915	.37707633	.092936985	.62246913	.23338847	.38429847	.042107958	.42141378	1.745625	56.720001	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	79.599998
1221	Sales and marketing managers	2021	27.397167	.27525955	3.50525	.44584209	.1645038	.80097526	.24651417	.4612954	.043885965	.44483656	2.2354264	59.549999	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	79.599998
1221	Sales and marketing managers	2022	30.14607	.27525964	3.5154948	.4606759	.18759748	.83748907	.29232931	.90407979	.044747166	.4783442	2.9688399	61.200001	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	78.419998
1221	Sales and marketing managers	2023	34.084888	.27525973	3.5181837	.46362653	.25569543	.84118313	.47839561	1.1721507	.045248218	.82079434	3.3034952	62.849998	63.560001	3.8900001	68.040001	71.580002	81.489998	75.830002	74.410004	70.639999	70.400002	77.949997
1222	Advertising and public relations managers	2010	.28166389	.085509472		.029317923						.0045070266		71.580002	66.860001		77						76.769997	
1222	Advertising and public relations managers	2011	.46898916	.17016491		.034907162						.0090140533		70.870003	66.860001		77						76.769997	
1222	Advertising and public relations managers	2012	.71509612	.18393865		.089747734				.00061728456		.023367871	.00061728456	73.230003	66.860001		77				80.07		76.769997	80.07
1222	Advertising and public relations managers	2013	2.9803431	.19771239	1.0837282	.12726943				.0017252162		.037721686	.0017252162	22.52	66.860001	7.9000001	77				80.07		76.769997	80.07
1222	Advertising and public relations managers	2014	4.9291763	.21148613	1.7287312	.16640769			.0037040468	.014952275		.048124909	.014952275	23	66.860001	7.9000001	77			77.949997	80.07		76.769997	80.07
1222	Advertising and public relations managers	2015	8.9128771	.22649443	2.373734	.21046953		.033332542	.00622425	.027075374	.0037364478	.25670481	.10060067	42.099998	66.860001	7.9000001	77		87.620003	77.949997	80.07	77.949997	76.769997	85.260002
1222	Advertising and public relations managers	2016	14.663997	.28119174	2.556931	.21510956	.057710372	.43171757	.16299099	.045004316	.010586873	.29073185	.68589467	66.389999	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	87.379997
1222	Advertising and public relations managers	2017	15.28006	.28306198	2.5734675	.23954059	.079622477	.43177882	.1674452	.048173256	.015288042	.30271763	.69000554	67.099998	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	87.379997
1222	Advertising and public relations managers	2018	17.940819	.28321874	2.9482808	.25373167	.079663411	.51054996	.17600693	.11436736	.021166956	.33300772	.97934842	67.330002	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	87.379997
1222	Advertising and public relations managers	2019	23.451916	.28330097	3.7078567	.33338657	.085966833	.56944913	.23703763	.16392614	.040945511	.39691937	1.1958307	67.809998	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	86.910004
1222	Advertising and public relations managers	2020	26.450905	.28334066	3.7311594	.4074485	.10212269	.68423897	.24026918	.40313712	.04525112	.44688118	1.8811525	70.169998	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	86.440002
1222	Advertising and public relations managers	2021	29.228432	.2834315	3.7347126	.48175305	.18076304	.88045895	.25378186	.4839085	.047161847	.47171947	2.4098577	72.290001	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	86.440002
1222	Advertising and public relations managers	2022	32.147026	.28343159	3.7456281	.49778166	.20613925	.92059612	.3009477	.94839853	.048087336	.5072521	3.1874886	73.699997	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	85.260002
1222	Advertising and public relations managers	2023	36.313091	.28343168	3.7484932	.50097001	.28096789	.92465675	.49249959	1.2296106	.048625786	.87039757	3.5403261	74.879997	66.860001	7.9000001	77	82.190002	87.620003	77.949997	80.07	77.949997	76.769997	84.32
1223	Research and development managers	2010	.30409816	.096218288		.03047023						.0044757118		82.43	83.139999		81.489998						76.059998	
1223	Research and development managers	2011	.50801301	.19147559		.036279146						.0089514237		81.959999	83.139999		81.489998						76.059998	
1223	Research and development managers	2012	.76532686	.20697428		.093275167				.00062199868		.023205513	.00062199868	82.190002	83.139999		81.489998				80.779999		76.059998	80.779999
1223	Research and development managers	2013	3.3319399	.222473	1.2728617	.1322716				.0017383911		.037459604	.0017383911	56.720001	83.139999	28.66	81.489998				80.779999		76.059998	80.779999
1223	Research and development managers	2014	5.5074759	.23797169	2.0304313	.17294815			.0039046332	.015066463		.047790542	.015066463	58.84	83.139999	28.66	81.489998			83.139999	80.779999		76.059998	80.779999
1223	Research and development managers	2015	9.7985725	.25485957	2.7880006	.21874179		.032839179	.0065613133	.027282141	.0037334932	.25492126	.10010444	70.169998	83.139999	28.66	81.489998		87.150002	83.139999	80.779999	77.709999	76.059998	84.550003
1223	Research and development managers	2016	15.823263	.31640691	3.0031693	.22356418	.058136404	.42532766	.17181748	.045348	.010578501	.28871188	.67875755	77.709999	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	86.910004
1223	Research and development managers	2017	16.467936	.31851137	3.0225916	.24895546	.080210261	.42538798	.1765129	.048541144	.015275952	.30061439	.68288708	77.949997	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	86.910004
1223	Research and development managers	2018	19.30625	.31868777	3.4628179	.2637043	.0802515	.50299323	.18553828	.11524077	.021150216	.33069405	.97081661	78.419998	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	86.669998
1223	Research and development managers	2019	25.208466	.3187803	4.3549552	.34648997	.086601458	.56102061	.249874	.165178	.040913135	.39416164	1.1862422	78.419998	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	86.440002
1223	Research and development managers	2020	28.270216	.31882498	4.3823252	.42346278	.10287659	.67411143	.25328055	.40621576	.045215338	.44377631	1.8699639	79.830002	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	85.260002
1223	Research and development managers	2021	31.086525	.31892717	4.3864985	.50068778	.18209746	.86742711	.26752496	.48760399	.047124557	.46844202	2.3950689	80.07	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	85.730003
1223	Research and development managers	2022	34.064659	.31892726	4.3993187	.51734638	.207661	.9069702	.31724501	.95564121	.048049312	.50372779	3.1742289	80.309998	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	84.32
1223	Research and development managers	2023	38.301201	.31892735	4.4026837	.52066004	.28304204	.91097075	.51917005	1.2390008	.048587333	.8643502	3.5288017	80.309998	83.139999	28.66	81.489998	83.839996	87.150002	83.139999	80.779999	77.709999	76.059998	83.839996
1311	Agricultural and forestry production managers	2010	.22717546	.074151181		.022763155						.0028614867		38.330002	38.09		37.150002						39.029999	
1311	Agricultural and forestry production managers	2011	.37949035	.14756176		.027102776						.0057229735		37.619999	37.849998		37.150002						39.029999	
1311	Agricultural and forestry production managers	2012	.56449467	.15950593		.069682352				.00036386968		.014836136	.00036386968	38.560001	37.849998		37.380001				43.279999		39.27	43.509998
1311	Agricultural and forestry production managers	2013	2.9917099	.17145009	1.3389735	.098815121				.0010169601		.023949299	.0010169601	23.700001	37.849998	34.790001	37.150002				43.509998		39.029999	43.509998
1311	Agricultural and forestry production managers	2014	4.9328151	.18339427	2.135891	.12920304			.0022645502	.0088138916		.03055425	.0088138916	24.17	37.849998	34.790001	37.380001			45.169998	43.279999		39.029999	43.509998
1311	Agricultural and forestry production managers	2015	8.4438906	.19640899	2.9328084	.16341372		.02167904	.0038053317	.015960073	.0022625618	.16298051	.062531538	24.41	37.849998	34.549999	37.380001		46.34	44.93	43.509998	43.279999	39.029999	44.93
1311	Agricultural and forestry production managers	2016	12.804536	.2438408	3.1591527	.16701636	.04090919	.28078341	.099648125	.026528616	.0064107561	.1845841	.43685821	30.780001	38.09	34.790001	37.150002	43.279999	46.110001	45.169998	43.279999	43.279999	39.27	46.34
1311	Agricultural and forestry production managers	2017	13.277526	.24546263	3.1795838	.18598522	.056442037	.28082323	.1023713	.028396606	.0092574926	.19219381	.43931144	31.01	38.09	34.549999	37.380001	43.279999	46.110001	45.169998	43.279999	43.509998	39.27	46.34
1311	Agricultural and forestry production managers	2018	15.51762	.24559857	3.6426754	.19700353	.056471054	.33205494	.1076057	.067415923	.0128174	.21142483	.61897933	31.719999	37.849998	34.549999	37.150002	43.509998	46.110001	45.169998	43.509998	43.509998	39.029999	46.34
1311	Agricultural and forestry production managers	2019	20.195616	.24566987	4.5811501	.25884956	.060939368	.37036216	.14491816	.096629247	.02479407	.252002	.75340217	32.43	38.09	34.549999	37.380001	43.509998	46.34	45.169998	43.279999	43.509998	39.029999	46.110001
1311	Agricultural and forestry production managers	2020	22.282194	.24570431	4.6099415	.31635305	.072391786	.44501996	.14689384	.23763652	.02740128	.28372246	1.174263	34.32	38.09	34.790001	37.380001	43.509998	46.34	45.169998	43.509998	43.509998	39.029999	45.639999
1311	Agricultural and forestry production managers	2021	24.178926	.24578306	4.6143312	.37404495	.12813762	.57263881	.15515511	.2852487	.028558299	.29949215	1.5053871	35.02	38.09	34.549999	37.380001	43.509998	46.34	44.93	43.279999	43.279999	39.27	45.639999
1311	Agricultural and forestry production managers	2022	26.112238	.24578314	4.6278176	.38648996	.14612606	.5987435	.18399099	.5590508	.029118717	.32205164	1.9743721	36.439999	37.849998	34.790001	37.150002	43.279999	46.110001	44.93	43.279999	43.279999	39.27	44.689999
1311	Agricultural and forestry production managers	2023	28.797546	.24578321	4.6313577	.38896546	.19916989	.60138452	.30110043	.72481632	.029444767	.55261075	2.1846235	39.740002	38.09	34.790001	37.150002	43.509998	46.110001	45.169998	43.509998	43.279999	39.27	45.169998
1312	Aquaculture and fisheries production managers	2010	.22717546	.074151181		.022763155						.0028614867		38.09	37.849998		37.380001						39.27	
1312	Aquaculture and fisheries production managers	2011	.37949035	.14756176		.027102776						.0057229735		37.849998	38.09		37.380001						39.27	
1312	Aquaculture and fisheries production managers	2012	.56449467	.15950593		.069682352				.00036386968		.014836136	.00036386968	38.799999	38.09		37.150002				43.509998		39.029999	43.279999
1312	Aquaculture and fisheries production managers	2013	2.9917099	.17145009	1.3389735	.098815121				.0010169601		.023949299	.0010169601	23.940001	38.09	34.549999	37.380001				43.279999		39.27	43.279999
1312	Aquaculture and fisheries production managers	2014	4.9328151	.18339427	2.135891	.12920304			.0022645502	.0088138916		.03055425	.0088138916	23.940001	38.09	34.549999	37.150002			44.93	43.509998		39.27	43.279999
1312	Aquaculture and fisheries production managers	2015	8.4438906	.19640899	2.9328084	.16341372		.02167904	.0038053317	.015960073	.0022625618	.16298051	.062531538	24.17	38.09	34.790001	37.150002		46.110001	45.169998	43.279999	43.509998	39.27	44.689999
1312	Aquaculture and fisheries production managers	2016	12.804536	.2438408	3.1591527	.16701636	.04090919	.28078341	.099648125	.026528616	.0064107561	.1845841	.43685821	30.540001	37.849998	34.549999	37.380001	43.509998	46.34	44.93	43.509998	43.509998	39.029999	46.580002
1312	Aquaculture and fisheries production managers	2017	13.277526	.24546263	3.1795838	.18598522	.056442037	.28082323	.1023713	.028396606	.0092574926	.19219381	.43931144	30.780001	37.849998	34.790001	37.150002	43.509998	46.34	44.93	43.509998	43.279999	39.029999	46.580002
1312	Aquaculture and fisheries production managers	2018	15.51762	.24559857	3.6426754	.19700353	.056471054	.33205494	.1076057	.067415923	.0128174	.21142483	.61897933	31.49	38.09	34.790001	37.380001	43.279999	46.34	44.93	43.279999	43.279999	39.27	46.580002
1312	Aquaculture and fisheries production managers	2019	20.195616	.24566987	4.5811501	.25884956	.060939368	.37036216	.14491816	.096629247	.02479407	.252002	.75340217	32.669998	37.849998	34.790001	37.150002	43.279999	46.110001	44.93	43.509998	43.279999	39.27	46.34
1312	Aquaculture and fisheries production managers	2020	22.282194	.24570431	4.6099415	.31635305	.072391786	.44501996	.14689384	.23763652	.02740128	.28372246	1.174263	34.549999	37.849998	34.549999	37.150002	43.279999	46.110001	44.93	43.279999	43.279999	39.27	45.400002
1312	Aquaculture and fisheries production managers	2021	24.178926	.24578306	4.6143312	.37404495	.12813762	.57263881	.15515511	.2852487	.028558299	.29949215	1.5053871	35.259998	37.849998	34.790001	37.150002	43.279999	46.110001	45.169998	43.509998	43.509998	39.029999	45.869999
