occ_code_onetsoc2010	occ_title_onetsoc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
11-3021.00	Computer and Information Systems Managers	2021	30.577066	.31857464	4.4123034	.47276685	.17432269	.83373404	.27018887	.48714128	.045797959	.4448356	2.3419285	71.580002	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	76.239998
11-3021.00	Computer and Information Systems Managers	2022	33.506664	.31857473	4.4251995	.48849645	.19879478	.87174124	.32040399	.95473427	.046696682	.47834319	3.1141512	71.379997	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	75.410004
11-3021.00	Computer and Information Systems Managers	2023	37.655148	.31857482	4.4285841	.49162531	.27095735	.87558639	.52433974	1.2378249	.04721956	.82079256	3.4670727	71.379997	76.550003	28.83	68.690002	71.379997	78.309998	76.860001	73.959999	71.07	66.300003	75.099998
11-3031.01	Treasurers and Controllers	2010	.34306511	.1120387		.032532554						.0049883062		90.010002	92.699997		83.279999						81.110001	
11-3031.01	Treasurers and Controllers	2011	.57580125	.22295839		.038734637						.0099766124		90.419998	92.699997		83.279999						81.110001	
11-3031.01	Treasurers and Controllers	2012	.86108613	.24100542		.099588335				.0007319228		.025863191	.0007319228	89.080002	92.699997		83.279999				88.459999		81.110001	88.459999
11-3031.01	Treasurers and Controllers	2013	3.5426955	.25905246	1.2925124	.14122419			0	.0020456123		.041749768	.0020456123	70.860001	92.699997	30.9	83.279999			36.279999	88.459999		81.110001	88.459999
11-3031.01	Treasurers and Controllers	2014	5.8510695	.27709949	2.0617774	.18465385			.00448647	.017729115		.053263891	.017729115	71.790001	92.699997	30.9	83.279999			88.459999	88.459999		81.110001	88.459999
11-3031.01	Treasurers and Controllers	2015	10.435158	.29676408	2.8310423	.23354694		.033154517	.0075390269	.032103635	.0042150421	.28411683	.1089196	78.309998	92.699997	30.9	83.279999		83.699997	88.459999	88.459999	83.18	81.110001	86.279999
11-3031.01	Treasurers and Controllers	2016	16.948959	.36843115	3.0495329	.23869574	.063657612	.42941183	.19742039	.053362228	.011942924	.32177743	.70999885	82.870003	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	84.940002
11-3031.01	Treasurers and Controllers	2017	17.655584	.37088165	3.0692551	.26580557	.087827832	.42947271	.20281546	.057119682	.017246258	.3350431	.71477389	83.18	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	84.830002
11-3031.01	Treasurers and Controllers	2018	20.688656	.37108704	3.5162778	.28155267	.087872982	.50782317	.21318574	.13560693	.023878189	.36856771	1.0284493	83.07	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	85.25
11-3031.01	Treasurers and Controllers	2019	27.011545	.37119481	4.4221883	.36994153	.094825998	.56640774	.28710824	.19436945	.046190143	.43930411	1.2631433	83.489998	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	84.940002
11-3031.01	Treasurers and Controllers	2020	30.367682	.37124681	4.4499807	.45212412	.11264677	.68058449	.29102242	.47800517	.051047251	.49460104	2.0208702	83.800003	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	85.870003
11-3031.01	Treasurers and Controllers	2021	33.427002	.37136582	4.4542184	.534576	.19939126	.8757565	.30738941	.5737769	.053202718	.52209169	2.5852511	84.010002	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	85.769997
11-3031.01	Treasurers and Controllers	2022	36.763763	.37136593	4.467237	.55236208	.22738257	.91567928	.36451834	1.124529	.05424675	.56141859	3.4724901	84.830002	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	86.589996
11-3031.01	Treasurers and Controllers	2023	41.546135	.37136605	4.4706535	.55590004	.30992255	.91971827	.59653258	1.457966	.054854166	.96334231	3.8833621	85.769997	92.699997	30.9	83.279999	87.529999	83.699997	88.459999	88.459999	83.18	81.110001	86.489998
11-3031.02	Financial Managers, Branch or Department	2010	.28272927	.08934062		.027309025						.0045656362		66.199997	67.75		60.919998						72.720001	
11-3031.02	Financial Managers, Branch or Department	2011	.47380883	.17778894		.03251528						.0091312723		66.720001	67.75		60.919998						72.720001	
11-3031.02	Financial Managers, Branch or Department	2012	.71556926	.1921798		.083598115				.00063154084		.023671746	.00063154084	66.510002	67.75		60.919998				75.410004		72.720001	75.410004
11-3031.02	Financial Managers, Branch or Department	2013	2.9691944	.20657066	1.0816902	.11854878			0	.0017650598		.038212221	.0017650598	23.24	67.75	9.6800003	60.919998			17.440001	75.410004		72.720001	75.410004
11-3031.02	Financial Managers, Branch or Department	2014	4.9123454	.22096151	1.7254803	.15500525			.0038093585	.015297597		.048750728	.015297597	23.860001	67.75	9.6800003	60.919998			73.959999	75.410004		72.720001	75.410004
11-3031.02	Financial Managers, Branch or Department	2015	8.8364038	.23664224	2.3692703	.19604792		.027938861	.0064012152	.027700676	.003800953	.26004303	.092870057	34.52	67.75	9.6800003	60.919998		65.989998	73.959999	75.410004	73.860001	72.720001	70.449997
11-3031.02	Financial Managers, Branch or Department	2016	14.348718	.29379016	2.5521228	.20037	.053573698	.36185953	.1676251	.046043679	.010769642	.29451254	.60165983	54.610001	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	68.370003
11-3031.02	Financial Managers, Branch or Department	2017	14.952888	.29574424	2.5686281	.22312701	.073915139	.36191085	.17220594	.049285807	.015551971	.30665419	.60576904	55.950001	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	68.370003
11-3031.02	Financial Managers, Branch or Department	2018	17.542109	.295908	2.9427366	.23634569	.073953137	.42793569	.18101111	.11700866	.021532375	.33733818	.87325364	56.16	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	68.690002
11-3031.02	Financial Managers, Branch or Department	2019	22.938711	.29599392	3.7008841	.31054255	.079804733	.47730413	.24377702	.16771199	.041652389	.40208095	1.0733883	57.189999	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	68.790001
11-3031.02	Financial Managers, Branch or Department	2020	25.821108	.29603541	3.724143	.37952965	.094802544	.57351935	.24710044	.41244754	.046032328	.45269245	1.7212415	59.580002	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	69.93
11-3031.02	Financial Managers, Branch or Department	2021	28.433142	.2961303	3.7276895	.44874281	.16780595	.73798805	.2609973	.49508432	.047976043	.47785375	2.2015092	61.23	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	69.720001
11-3031.02	Financial Managers, Branch or Department	2022	31.302042	.29613039	3.7385845	.46367311	.19136319	.77163047	.30950415	.97030169	.048917506	.51384842	2.9632523	62.369999	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	70.959999
11-3031.02	Financial Managers, Branch or Department	2023	35.464985	.29613048	3.7414441	.46664298	.26082811	.77503407	.50650215	1.2580082	.04946525	.88171631	3.3169477	64.440002	67.75	9.6800003	60.919998	67.129997	65.989998	73.959999	75.410004	73.860001	72.720001	71.07
11-3051.00	Industrial Production Managers	2010	.25450182	.084356263		.023770496						.0035836222		52.43	59.27		40.110001						52.950001	
11-3051.00	Industrial Production Managers	2011	.42769802	.16787003		.028302159						.0071672443		53.669998	59.27		40.110001						52.950001	
11-3051.00	Industrial Production Managers	2012	.63581651	.18145801		.072766013				.00048120605		.018580239	.00048120605	52.43	59.27		40.110001				57.82		52.950001	57.82
11-3051.00	Industrial Production Managers	2013	2.9818456	.19504601	1.2198509	.10318799			0	.0013448973		.029993232	.0013448973	23.860001	59.27	22	40.110001			19.309999	57.82		52.950001	57.82
11-3051.00	Industrial Production Managers	2014	4.9245591	.20863399	1.9458698	.13492066			.0029754168	.011656092		.038265035	.011656092	24.280001	59.27	22	40.110001			58.540001	57.82		52.950001	57.82
11-3051.00	Industrial Production Managers	2015	8.6287432	.22343987	2.6718888	.17064528		.025337178	.0049998658	.02110669	.002834806	.20411086	.07739231	28.209999	59.27	22	40.110001		55.43	58.540001	57.82	56.060001	52.950001	57.189999
11-3051.00	Industrial Production Managers	2016	13.554973	.27739951	2.8780961	.17440733	.044868141	.328163	.13092874	.035083253	.0080321562	.23116641	.5243094	40.630001	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	56.68
11-3051.00	Industrial Production Managers	2017	14.079634	.27924454	2.8967097	.19421564	.061904166	.32820952	.13450675	.037553608	.011598886	.24069653	.52750444	41.150002	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	56.68
11-3051.00	Industrial Production Managers	2018	16.487217	.27939919	3.3186018	.20572153	.061935991	.38808611	.1413843	.089155436	.01605916	.26478076	.75015366	42.080002	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	57.299999
11-3051.00	Industrial Production Managers	2019	21.483717	.27948031	4.1735845	.27030444	.066836722	.43285733	.19040953	.12778912	.031064956	.31559813	.91673738	42.810001	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	57.299999
11-3051.00	Industrial Production Managers	2020	23.917236	.27951947	4.1998143	.33035263	.07939744	.52011293	.19300538	.3142668	.034331579	.35532367	1.445588	45.189999	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	57.189999
11-3051.00	Industrial Production Managers	2021	26.123491	.27960905	4.203814	.39059758	.14053805	.66926628	.20385996	.37723237	.035781231	.37507308	1.8515267	47.459999	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	57.189999
11-3051.00	Industrial Production Managers	2022	28.468199	.27960914	4.2161007	.4035933	.16026731	.69977587	.24174772	.73932701	.036483388	.40332577	2.454344	48.599998	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	57.400002
11-3051.00	Industrial Production Managers	2023	31.790493	.27960923	4.2193251	.40617836	.21844442	.7028625	.39561906	.95854664	.036891904	.69206965	2.7286754	50.360001	59.27	22	40.110001	48.400002	55.43	58.540001	57.82	56.060001	52.950001	57.189999
11-3051.01	Quality Control Systems Managers	2010	.2625854	.085290119		.026136193						.0034479469		58.02	60.919998		55.23						50.16	
11-3051.01	Quality Control Systems Managers	2011	.4388929	.1697284		.031118859						.0068958937		58.23	60.919998		55.23						50.16	
11-3051.01	Quality Control Systems Managers	2012	.65432006	.18346681		.080007851				.0004423426		.017876791	.0004423426	56.68	60.919998		55.23				52.02		50.16	52.02
11-3051.01	Quality Control Systems Managers	2013	3.1955597	.19720522	1.3480523	.11345752			0	.0012362801		.028857689	.0012362801	39.91	60.919998	37.84	55.23			91.050003	52.02		50.16	52.02
11-3051.01	Quality Control Systems Managers	2014	5.2653909	.21094364	2.150373	.14834829			.0027454502	.010714717		.036816318	.010714717	40.529999	60.919998	37.84	55.23			53.16	52.02		50.16	52.02
11-3051.01	Quality Control Systems Managers	2015	9.1079283	.22591344	2.9526937	.18762831		.024382483	.0046134316	.019402059	.0026976946	.19638325	.072892547	43.32	60.919998	37.84	55.23		51.810001	53.16	52.02	51.189999	50.16	51.810001
11-3051.01	Quality Control Systems Managers	2016	14.033303	.28047043	3.1805727	.19176479	.047672316	.31579795	.1208094	.032249834	.0076436638	.22241448	.49953291	49.740002	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	52.639999
11-3051.01	Quality Control Systems Managers	2017	14.572868	.28233588	3.2011425	.21354446	.065773055	.31584275	.12411087	.034520682	.011037882	.2315838	.50248635	49.84	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	52.639999
11-3051.01	Quality Control Systems Managers	2018	17.032999	.28249225	3.6673739	.22619544	.065806873	.37346321	.13045685	.081955001	.015282424	.25475621	.71210092	50.16	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	52.02
11-3051.01	Quality Control Systems Managers	2019	22.181566	.28257427	4.6122117	.29720581	.07101389	.41654748	.17569299	.11746854	.029562436	.30364963	.86893106	49.84	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	52.02
11-3051.01	Quality Control Systems Managers	2020	24.593435	.28261387	4.6411982	.36323014	.084359623	.50051534	.17808822	.28888577	.03267106	.3418712	1.3642623	50.98	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	51.709999
11-3051.01	Quality Control Systems Managers	2021	26.792002	.28270444	4.645618	.42947081	.14932138	.64404863	.18810384	.34676608	.034050595	.36087289	1.7479697	50.98	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	51.599998
11-3051.01	Quality Control Systems Managers	2022	29.063406	.28270453	4.6591959	.44375992	.17028369	.67340863	.22306331	.67961699	.034718793	.38805592	2.3078928	51.599998	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	52.119999
11-3051.01	Quality Control Systems Managers	2023	32.263676	.28270462	4.6627598	.44660223	.23209673	.67637897	.36504212	.88113195	.035107549	.66586798	2.5613093	52.330002	60.919998	37.84	55.23	54.299999	51.810001	53.16	52.02	51.189999	50.16	52.119999
11-3051.02	Geothermal Production Managers	2010	.26235366	.085138649		.025687812						.0036174499		57.709999	60.82		52.330002						53.779999	
11-3051.02	Geothermal Production Managers	2011	.43913156	.16942696		.030584995						.0072348998		58.439999	60.82		52.330002						53.779999	
11-3051.02	Geothermal Production Managers	2012	.65511727	.18314098		.078635275				.00044510356		.018755626	.00044510356	56.779999	60.82		52.330002				52.540001		53.779999	52.540001
11-3051.02	Geothermal Production Managers	2013	3.2023244	.19685498	1.3501841	.11151108			0	.0012439964		.030276353	.0012439964	40.630001	60.82	38.040001	52.330002			63.509998	52.540001		53.779999	52.540001
11-3051.02	Geothermal Production Managers	2014	5.2754297	.21056899	2.1537735	.14580329			.0027112956	.010781592		.038626235	.010781592	41.049999	60.82	38.040001	52.330002			51.919998	52.540001		53.779999	52.540001
11-3051.02	Geothermal Production Managers	2015	9.1609869	.22551221	2.9573631	.18440942		.024869366	.0045560389	.019523159	.002779067	.2060376	.073881313	45.810001	60.82	38.040001	52.330002		53.990002	51.919998	52.540001	54.189999	53.779999	53.259998
11-3051.02	Geothermal Production Managers	2016	14.118372	.27997231	3.1856024	.18847494	.047247097	.32210389	.11930648	.032451127	.0078742243	.23334853	.50802183	50.669998	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.470001
11-3051.02	Geothermal Production Managers	2017	14.659784	.28183445	3.2062047	.20988095	.065186389	.32214957	.12256688	.034736145	.011370827	.24296862	.51099867	50.98	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.669998
11-3051.02	Geothermal Production Managers	2018	17.141207	.28199053	3.6731734	.22231491	.065219902	.38092062	.12883392	.082466528	.015743401	.26728019	.72342771	51.189999	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.779999
11-3051.02	Geothermal Production Managers	2019	22.319872	.2820724	4.6195059	.29210705	.070380472	.42486522	.1735073	.11820172	.030454149	.31857726	.88236326	51.5	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.57
11-3051.02	Geothermal Production Managers	2020	24.75305	.28211194	4.6485381	.35699868	.083607174	.51050979	.17587273	.29068887	.033656541	.3586778	1.3835801	52.119999	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.360001
11-3051.02	Geothermal Production Managers	2021	26.964922	.28220236	4.6529646	.42210296	.1479895	.65690923	.18576375	.34893048	.035077691	.37861362	1.7728995	52.330002	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.360001
11-3051.02	Geothermal Production Managers	2022	29.251842	.28220245	4.666564	.43614691	.16876483	.68685549	.22028831	.68385893	.035766039	.40713298	2.3380728	52.950001	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.049999
11-3051.02	Geothermal Production Managers	2023	32.492168	.28220254	4.6701336	.43894047	.23002654	.68988514	.36050081	.88663161	.036166523	.6986025	2.5934463	52.950001	60.82	38.040001	52.330002	53.57	53.990002	51.919998	52.540001	54.189999	53.779999	53.16
11-3051.03	Biofuels Production Managers	2010	.23989773	.077535108		.022988614						.003566755		43.009998	41.669998		34.32						52.540001	
11-3051.03	Biofuels Production Managers	2011	.40229124	.15429583		.027371217						.00713351		43.529999	41.669998		34.32						52.540001	
