occ_code_soc2010	occ_title_soc2010	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
11-3021	 Computer and Information Systems Managers	2023	37.655148	.31857482	4.4285841	.49162531	.27095735	.87558639	.52433974	1.2378249	.04721956	.82079256	3.4670727	74.940002	80.889999	28.17	73.510002	75.32	82.059998	79.599998	76.879997	73.379997	68.589996	77.779999
11-3031	Financial Managers	2010	.31289721	.10068966	0	.02992079	0	0	0	0	0	.0047769714	0	84.389999	85.169998	56.799999	77.660004	54.209999	69.620003	62.240002	62.240002	15.61	79.209999	37.369999
11-3031	Financial Managers	2011	.52480507	.20037366	0	.035624959	0	0	0	0	0	.0095539428	0	84.650002	85.169998	74.550003	77.660004	66.900002	57.970001	88.919998	81.279999	72.089996	79.209999	41.650002
11-3031	Financial Managers	2012	.78832769	.21659261	0	.091593228	0	0	0	.00068173185	0	.02476747	.00068173185	84.129997	85.169998	33.349998	77.660004	18.59	52.009998	99.940002	84	99.290001	79.209999	84
11-3031	Financial Managers	2013	3.255945	.23281156	1.1871014	.12988648	0	0	0	.0019053362	0	.039980996	.0019053362	47.34	85.169998	19.75	77.660004	79.989998	89.18	5.5100002	84	94.110001	79.209999	84
11-3031	Financial Managers	2014	5.3817077	.2490305	1.8936288	.16982955	0	0	.0041479142	.016513357	0	.051007312	.016513357	48.639999	85.169998	19.75	77.660004	35.950001	4.73	83.230003	84	39.959999	79.209999	84
11-3031	Financial Managers	2015	9.6357803	.26670316	2.6001563	.21479742	0	.030546689	.0069701211	.029902156	.0040079975	.27207991	.10089483	64.050003	85.169998	19.75	77.660004	35.299999	79.339996	83.230003	84	81.019997	79.209999	81.150002
11-3031	Financial Managers	2016	15.648838	.33111069	2.800828	.21953286	.058615655	.39563569	.18252274	.049702954	.011356283	.30814499	.65582931	74.940002	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	80.629997
11-3031	Financial Managers	2017	16.304237	.33331296	2.8189416	.24446629	.080871485	.39569178	.1875107	.053202745	.016399113	.32084864	.66027147	74.940002	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	80.760002
11-3031	Financial Managers	2018	19.115383	.33349752	3.2295072	.25894919	.080913059	.46787944	.19709842	.1263078	.022705283	.35295296	.95085144	75.190002	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	81.279999
11-3031	Financial Managers	2019	24.975128	.33359438	4.0615363	.34024203	.087315366	.52185595	.26544264	.18104072	.043921266	.42069253	1.1682658	75.32	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	81.150002
11-3031	Financial Managers	2020	28.094395	.33364111	4.0870619	.41582689	.10372466	.62705195	.26906142	.44522634	.048539788	.47364673	1.8710558	76.099998	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	81.279999
11-3031	Financial Managers	2021	30.930073	.33374804	4.0909538	.49165937	.18359861	.80687231	.28419337	.53443062	.050589383	.4999727	2.3933802	76.360001	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	81.410004
11-3031	Financial Managers	2022	34.032902	.33374816	4.1029105	.5080176	.20937289	.84365487	.33701125	1.0474154	.051582128	.53763354	3.2178712	77.269997	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	81.669998
11-3031	Financial Managers	2023	38.505562	.33374825	4.1060491	.51127148	.28537533	.84737617	.55151737	1.357987	.052159708	.92252934	3.6001549	77.660004	85.169998	19.75	77.660004	80.379997	79.339996	83.230003	84	81.019997	79.209999	81.669998
11-3051	 Industrial Production Managers	2010	.25497341	.082974866	0	.024878984	0	0	0	0	0	.0035042348	0	57.84	60.950001	76.099998	50.450001	90.089996	.44999999	23.25	59.91	35.82	54.209999	37.240002
11-3051	 Industrial Production Managers	2011	.42691255	.16512102	0	.029621972	0	0	0	0	0	.0070084697	0	58.23	60.950001	65.220001	50.450001	62.630001	93.980003	67.68	62.240002	46.049999	54.209999	47.09
11-3051	 Industrial Production Managers	2012	.6366033	.1784865	0	.076159298	0	0	0	.00044075336	0	.018168632	.00044075336	57.060001	60.950001	74.809998	50.450001	40.740002	12.76	61.849998	55.630001	6.1500001	54.209999	55.630001
11-3051	 Industrial Production Managers	2013	3.0860596	.19185197	1.2935239	.10799995	0	0	0	.0012318383	0	.029328797	.0012318383	33.099998	60.950001	29.860001	50.450001	35.689999	1.62	35.689999	55.630001	23.51	54.209999	55.630001
11-3051	 Industrial Production Managers	2014	5.0864329	.20521744	2.0633907	.1412124	0	0	.0027123175	.01067622	0	.037417352	.01067622	33.610001	60.950001	29.860001	50.450001	23.51	67.419998	56.41	55.630001	33.610001	54.209999	55.630001
11-3051	 Industrial Production Managers	2015	8.8419209	.21978086	2.8332577	.17860296	0	.02433908	.0045577558	.019332351	.0026991135	.19958924	.07269261	36.200001	60.950001	29.860001	50.450001	12.11	56.02	56.41	55.630001	55.25	54.209999	55.630001
11-3051	 Industrial Production Managers	2016	13.673645	.27285689	3.0519192	.18254046	.045508668	.31523576	.11935145	.03213397	.0076476838	.22604543	.49840295	46.18	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	56.540001
11-3051	 Industrial Production Managers	2017	14.198709	.2746717	3.0716569	.20327248	.06278789	.31528047	.12261306	.034396656	.011043687	.23536444	.50134623	47.34	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	56.540001
11-3051	 Industrial Production Managers	2018	16.605673	.27482381	3.5190294	.21531492	.062820174	.37279835	.12888247	.081660554	.015290463	.25891513	.71037591	47.09	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	55.759998
11-3051	 Industrial Production Managers	2019	21.626097	.2749036	4.4256487	.28290951	.067790866	.41580594	.17357269	.1170465	.029577984	.30860674	.86676842	47.860001	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	55.509998
11-3051	 Industrial Production Managers	2020	23.999645	.27494213	4.4534626	.34575793	.080530897	.49962428	.17593901	.28784785	.032688245	.34745228	1.3606186	49.549999	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	55.25
11-3051	 Industrial Production Managers	2021	26.156782	.27503026	4.4577036	.40881228	.14254431	.64290208	.18583375	.34552023	.034068506	.36676419	1.7433187	51.23	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	55.25
11-3051	 Industrial Production Managers	2022	28.398777	.27503034	4.4707322	.42241403	.16255523	.67220986	.22037132	.67717528	.034737054	.39439097	2.3014038	52.27	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	55.889999
11-3051	 Industrial Production Managers	2023	31.57305	.27503043	4.4741521	.42511964	.22156285	.67517489	.36063671	.87796617	.035126016	.67673838	2.5539451	53.299999	60.950001	29.860001	50.450001	54.860001	56.02	56.41	55.630001	55.25	54.209999	55.759998
11-3061	 Purchasing Managers	2010	.25417843	.078176424	0	.025480872	0	0	0	0	0	.0042163399	0	56.93	47.860001	.57999998	55.119999	22.34	62.630001	10.04	22.34	38.41	67.550003	90.870003
11-3061	 Purchasing Managers	2011	.42460826	.15557206	0	.030338604	0	0	0	0	0	.0084326798	0	57.32	47.860001	15.48	55.119999	42.16	96.440002	39.310001	34.259998	31.41	67.550003	61.849998
11-3061	 Purchasing Managers	2012	.6452986	.16816461	0	.078001797	0	0	0	.00054577924	0	.021860732	.00054577924	59.259998	47.860001	38.540001	55.119999	64.830002	41.259998	45.139999	67.809998	63.279999	67.550003	67.809998
11-3061	 Purchasing Managers	2013	2.6951942	.18075715	.98360008	.11061275	0	0	0	.0015253697	0	.035288785	.0015253697	8.6099997	47.860001	3.5599999	55.119999	3.3	84.519997	76.620003	67.809998	86.980003	67.550003	67.809998
11-3061	 Purchasing Managers	2014	4.4526186	.1933497	1.5690098	.1446287	0	0	.0032618553	.013220227	0	.045021035	.013220227	8.6099997	47.860001	3.5599999	55.119999	7.71	15.48	67.029999	67.809998	84.260002	67.550003	67.809998
11-3061	 Purchasing Managers	2015	8.0454283	.20707093	2.1544194	.18292384	0	.027976051	.0054811952	.023939004	.0033509149	.24014834	.0865485	14.18	47.860001	3.5599999	55.119999	57.580002	70.269997	67.029999	67.809998	67.68	67.550003	68.07
11-3061	 Purchasing Managers	2016	13.108609	.25707754	2.3206902	.18695658	.049623564	.36234117	.14353305	.039791085	.0094945021	.27198076	.58237314	35.560001	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	69.110001
11-3061	 Purchasing Managers	2017	13.656794	.25878739	2.3356988	.20819016	.068465173	.36239257	.1474555	.042592939	.013710597	.2831935	.5859853	36.59	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	69.110001
11-3061	 Purchasing Managers	2018	16.025427	.25893071	2.6758826	.22052395	.068500377	.4285053	.15499514	.10111922	.018982913	.31152999	.83503222	38.669998	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	68.589996
11-3061	 Purchasing Managers	2019	20.940092	.2590059	3.3652792	.28975382	.073920518	.47793946	.20873998	.14493719	.036720686	.37131959	1.0213672	39.959999	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	68.720001
11-3061	 Purchasing Managers	2020	23.58069	.2590422	3.3864291	.35412273	.087812498	.57428271	.21158573	.35643831	.040582035	.41805902	1.6147057	45.529999	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	68.199997
11-3061	 Purchasing Managers	2021	26.001932	.25912523	3.3896539	.41870248	.15543318	.7389704	.22348525	.42785326	.042295612	.44129533	2.0677061	49.419998	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	68.459999
11-3061	 Purchasing Managers	2022	28.577581	.25912532	3.3995609	.43263331	.17725348	.77265757	.2650204	.83853751	.043125603	.47453624	2.7473204	53.040001	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	68.330002
11-3061	 Purchasing Managers	2023	32.303005	.25912538	3.4021614	.43540436	.24159656	.77606571	.4337047	1.0871743	.043608494	.81426024	3.057585	56.279999	47.860001	3.5599999	55.119999	62.630001	70.269997	67.029999	67.809998	67.68	67.550003	67.809998
11-3071	 Transportation, Storage, and Distribution Managers	2010	.27148706	.085991688	0	.026324408	0	0	0	0	0	.0043001189	0	66.769997	67.550003	10.43	61.200001	31.280001	98.639999	17.290001	16.77	18.59	69.110001	65.610001
11-3071	 Transportation, Storage, and Distribution Managers	2011	.45481831	.17112452	0	.031342953	0	0	0	0	0	.0086002378	0	67.160004	67.550003	14.18	61.200001	66.769997	63.41	26.23	30.629999	17.68	69.110001	67.290001
11-3071	 Transportation, Storage, and Distribution Managers	2012	.68576586	.18497594	0	.080584019	0	0	0	.0005749854	0	.022295104	.0005749854	66.519997	67.550003	28.950001	61.200001	3.8199999	54.080002	26.23	71.050003	31.41	69.110001	71.050003
11-3071	 Transportation, Storage, and Distribution Managers	2013	3.0448298	.19882736	1.1800858	.11427455	0	0	0	.0016069964	0	.03598997	.0016069964	30.120001	67.550003	19.110001	61.200001	96.830002	35.040001	75.970001	71.050003	1.62	69.110001	71.050003
11-3071	 Transportation, Storage, and Distribution Managers	2014	5.0388899	.21267878	1.8824377	.1494166	0	0	.0035149499	.013927677	0	.045915604	.013927677	30.120001	67.550003	19.110001	61.200001	24.16	72.339996	72.470001	71.050003	96.699997	69.110001	71.050003
11-3071	 Transportation, Storage, and Distribution Managers	2015	8.9850159	.2277717	2.5847898	.18897948	0	.027974209	.0059064929	.025220044	.0035519609	.24492005	.088730901	41.650002	67.550003	19.110001	61.200001	45.27	70.139999	72.470001	71.050003	71.57	69.110001	70.660004
11-3071	 Transportation, Storage, and Distribution Managers	2016	14.391183	.28277746	2.7842753	.19314574	.051355556	.36231735	.15467007	.041920412	.010064146	.27738497	.58917916	59.779999	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	70.139999
11-3071	 Transportation, Storage, and Distribution Managers	2017	14.976774	.28465825	2.8022821	.21508224	.070854791	.36236873	.15889688	.044872202	.014533196	.28882053	.59296095	60.43	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	70.269997
11-3071	 Transportation, Storage, and Distribution Managers	2018	17.566748	.28481591	3.2104213	.22782433	.070891216	.42847711	.16702153	.10653039	.020121839	.31772009	.84837985	60.82	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	69.75
11-3071	 Transportation, Storage, and Distribution Managers	2019	22.95331	.28489858	4.0375328	.29934606	.076500542	.47790802	.22493653	.15269317	.03892383	.37869769	1.0394839	61.720001	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	69.370003
11-3071	 Transportation, Storage, and Distribution Managers	2020	25.718668	.28493851	4.0629077	.36584586	.090877391	.57424498	.2280031	.3755123	.043016851	.42636582	1.6515794	63.540001	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	70.529999
11-3071	 Transportation, Storage, and Distribution Managers	2021	28.228405	.28502986	4.0667768	.43256354	.1608582	.73892182	.24082592	.45074886	.044833235	.45006385	2.1140471	64.050003	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	70.400002
11-3071	 Transportation, Storage, and Distribution Managers	2022	30.936863	.28502995	4.0786629	.44695556	.18344009	.77260679	.28558388	.88340992	.045713026	.48396525	2.8217707	64.830002	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	70.660004
11-3071	 Transportation, Storage, and Distribution Managers	2023	34.838184	.28503004	4.0817823	.44981834	.25002894	.77601469	.46735677	1.145352	.046224888	.83043951	3.1468585	65.220001	67.550003	19.110001	61.200001	67.029999	70.139999	72.470001	71.050003	71.57	69.110001	70.790001
11-3111	 Compensation and Benefits Managers	2010	.28939295	.088814788	0	.027226964	0	0	0	0	0	.0056142807	0	73.639999	72.599998	49.419998	65.610001	40.610001	68.07	45.27	82.709999	82.059998	90.220001	79.080002
11-3111	 Compensation and Benefits Managers	2011	.48608565	.17674251	0	.032417577	0	0	0	0	0	.011228561	0	74.809998	72.599998	17.16	65.610001	99.809998	99.809998	.44999999	31.540001	85.43	90.220001	34.650002
11-3111	 Compensation and Benefits Managers	2012	.74217969	.19104867	0	.083346918	0	0	0	.00073207781	0	.029108729	.00073207781	75.839996	72.599998	26.75	65.610001	20.4	46.959999	45.790001	89.18	41	90.220001	89.18
11-3111	 Compensation and Benefits Managers	2013	3.0766785	.20535482	1.1059951	.11819256	0	0	0	.0020460458	0	.046988897	.0020460458	32.709999	72.599998	13.28	65.610001	.31999999	57.060001	39.700001	89.18	67.160004	90.220001	89.18
11-3111	 Compensation and Benefits Managers	2014	5.1118584	.21966098	1.7642504	.15453948	0	0	.0043462319	.017732874	0	.059947912	.017732874	34.779999	72.599998	13.28	65.610001	60.950001	16	87.5	89.18	70.660004	90.220001	89.18
11-3111	 Compensation and Benefits Managers	2015	9.3851976	.23524942	2.4225059	.19545881	0	.030901574	.0073033725	.032110445	.004752072	.31977028	.10516838	56.150002	72.599998	13.28	65.610001	50.32	80.629997	87.5	89.18	90.610001	90.220001	85.300003
11-3111	 Compensation and Benefits Managers	2016	15.424414	.292061	2.6094668	.19976792	.057332482	.40023211	.1912494	.053373538	.013464548	.36215684	.67299753	72.730003	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	83.099998
11-3111	 Compensation and Benefits Managers	2017	16.085056	.29400355	2.626343	.22245654	.079101101	.40028885	.19647585	.05713179	.019443568	.37708721	.67773622	72.989998	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	83.099998
11-3111	 Compensation and Benefits Managers	2018	18.920168	.29416636	3.0088575	.2356355	.079141766	.47331518	.20652197	.13563569	.02692046	.41481876	.98069763	73.900002	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	83.480003
11-3111	 Compensation and Benefits Managers	2019	24.802128	.29425177	3.7840395	.30960941	.085403919	.52791876	.27813381	.19441067	.052075136	.49443179	1.207378	74.160004	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	83.870003
11-3111	 Compensation and Benefits Managers	2020	28.018698	.29429302	3.8078213	.37838924	.10145399	.63433689	.28192562	.47810647	.057551075	.55666786	1.9449997	75.839996	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	84.910004
11-3111	 Compensation and Benefits Managers	2021	30.906157	.29438734	3.8114474	.4473944	.17957938	.81624645	.29778102	.57389855	.059981171	.58760822	2.4867125	76.099998	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	84.910004
11-3111	 Compensation and Benefits Managers	2022	34.152206	.29438743	3.8225873	.46227986	.20478942	.85345638	.3531242	1.1247674	.061158217	.63187027	3.3611324	77.529999	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	85.559998
11-3111	 Compensation and Benefits Managers	2023	38.96204	.29438752	3.825511	.46524078	.27912807	.85722089	.57788616	1.458275	.061843026	1.0842309	3.7692702	79.730003	72.599998	13.28	65.610001	78.169998	80.629997	87.5	89.18	90.610001	90.220001	85.82
11-3121	 Human Resources Managers	2010	.25696746	.078910202	0	.025582286	0	0	0	0	0	.0043646283	0	59.259998	49.810001	97.989998	55.759998	3.95	82.709999	85.559998	71.18	88.919998	70.139999	16
11-3121	 Human Resources Managers	2011	.42952842	.15703228	0	.030459352	0	0	0	0	0	.0087292567	0	59	49.810001	29.99	55.759998	96.830002	30.76	87.110001	86.720001	33.48	70.139999	51.490002
11-3121	 Human Resources Managers	2012	.65372229	.16974302	0	.078312233	0	0	0	.0005806454	0	.022629572	.0005806454	61.330002	49.810001	86.459999	55.759998	35.950001	96.57	23.51	72.220001	79.599998	70.139999	72.220001
11-3121	 Human Resources Managers	2013	2.7245696	.18245377	.99037462	.11105298	0	0	0	.0016228153	0	.036529887	.0016228153	9.9099998	49.810001	4.3400002	55.759998	74.809998	52.779999	92.290001	72.220001	97.989998	70.139999	72.220001
